lead_id,first_name,last_name,email,company,source,status,score,converted_opp_id,converted_account_id,converted_date,created_at
2091,Mary,Martinez,mary.martinez2091@brightwavetech.com,BrightWave Tech,Event,Converted,62,3358,169,2024-09-04,2024-07-04T00:00:00
2092,Elizabeth,Davis,elizabeth.davis2092@truenorthdata.com,TrueNorth Data,Inbound - Web,Disqualified,26,,,,2024-09-19T00:00:00
2093,Daniel,Moore,daniel.moore2093@brightwavetech.com,BrightWave Tech,Paid Search,Disqualified,15,,,,2021-07-18T00:00:00
2094,Linda,Miller,linda.miller2094@brightwavetech.com,BrightWave Tech,,SQL,60,,,,2023-04-03T00:00:00
2095,Linda,Thomas,linda.thomas2095@insightplatforms.com,Insight Platforms,Outbound - Cold,MQL,50,,,,2022-07-10T00:00:00
2096,Mary,Wilson,mary.wilson2096@brightwavetech.com,BrightWave Tech,Outbound - SDR,SQL,87,,,,2020-09-08T00:00:00
2097,Charles,Thompson,charles.thompson2097@innovateco.com,InnovateCo,Paid Search,MQL,78,,,,2020-12-01T00:00:00
2098,Elizabeth,Thompson,elizabeth.thompson2098@insightplatforms.com,Insight Platforms,Inbound - Webinar,Converted,94,3962,900,2024-11-20,2024-10-15T00:00:00
2099,Mary,Garcia,,PulsePoint Digital,,New,47,,,,2021-07-04T00:00:00
2100,Linda,Thompson,linda.thompson2100@metasync.com,MetaSync,Paid Search,Working,38,,,,2021-01-15T00:00:00
2101,Daniel,Lee,daniel.lee2101@nexgensolutions.com,NexGen Solutions,Inbound - Web,New,-36,,,,2023-06-09T00:00:00
2102,Sarah,Martin,sarah.martin2102@scaleupsystems.com,ScaleUp Systems,Inbound - Content,Nurture,13,,,,2024-08-12T00:00:00
2103,John,Moore,john.moore2103@nexgensolutions.com,NexGen Solutions,Event,Disqualified,22,,,,2024-05-25T00:00:00
2104,Karen,Miller,karen.miller2104@quantumlogiclabs.com,QuantumLogic Labs,Product-Led,SQL,97,,,,2021-07-02T00:00:00
2105,Robert,Davis,robert.davis2105@truenorthdata.com,TrueNorth Data,Partner Referral,Nurture,13,,,,2021-02-13T00:00:00
2106,Elizabeth,Hernandez,elizabeth.hernandez2106@agiledynamics.com,Agile Dynamics,Event,Disqualified,5,,,,2024-11-12T00:00:00
2107,Nancy,Wilson,nancy.wilson2107@vertexai.com,VertexAI,Outbound - Cold,Disqualified,24,,,,2022-07-14T00:00:00
2108,Charles,Rodriguez,charles.rodriguez2108@cloudscalesystems.com,CloudScale Systems,Product-Led,Nurture,29,,,,2024-03-30T00:00:00
2109,Patricia,Hernandez,patricia.hernandez2109@vertexai.com,VertexAI,Paid Search,Nurture,62,,,,2021-12-17T00:00:00
2110,Daniel,Moore,daniel.moore2110@agiledynamics.com,Agile Dynamics,Paid Search,Converted,-61,458,164,2023-10-01,2023-07-26T00:00:00
2111,David,Gonzalez,david.gonzalez2111@streamlineanalytics.com,StreamLine Analytics,Product-Led,New,53,,,,2022-05-01T00:00:00
2112,John,Rodriguez,john.rodriguez2112@nexgensolutions.com,NexGen Solutions,Inbound - Content,Working,46,,,,2020-10-26T00:00:00
2113,Elizabeth,Thompson,elizabeth.thompson2113@scaleupsystems.com,ScaleUp Systems,Outbound - SDR,Working,44,,,,2023-08-04T00:00:00
2114,Linda,Taylor,linda.taylor2114@cloudscalesystems.com,CloudScale Systems,Inbound - Web,SQL,75,,,,2023-01-31T00:00:00
2115,Patricia,Lopez,patricia.lopez2115@agiledynamics.com,Agile Dynamics,Outbound - Cold,Disqualified,4,,,,2021-11-13T00:00:00
2116,Richard,Thompson,richard.thompson2116@streamlineanalytics.com,StreamLine Analytics,Inbound - Content,MQL,94,,,,2020-07-01T00:00:00
2117,Barbara,Miller,barbara.miller2117@cybervault.com,CyberVault,Inbound - Content,MQL,53,,,,2022-07-09T00:00:00
2118,Richard,Brown,richard.brown2118@databridgecorp.com,DataBridge Corp,Product-Led,Working,35,,,,2020-01-25T00:00:00
2119,David,Taylor,david.taylor2119@scaleupsystems.com,ScaleUp Systems,Event,Converted,68,4817,801,2021-12-14,2021-11-22T00:00:00
2120,Karen,Taylor,karen.taylor2120@insightplatforms.com,Insight Platforms,Partner Referral,Converted,78,158,664,2024-06-24,2024-06-16T00:00:00
2121,Patricia,Moore,patricia.moore2121@brightwavetech.com,BrightWave Tech,Outbound - SDR,Disqualified,27,,,,2022-08-20T00:00:00
2122,James,Rodriguez,james.rodriguez,QuantumLogic Labs,Inbound - Web,New,15,,,,2023-07-04T00:00:00
2123,David,Thomas,david.thomas2123@rapidcloud.com,RapidCloud,Event,SQL,80,,,,2024-03-10T00:00:00
2124,James,Smith,james.smith2124@scaleupsystems.com,ScaleUp Systems,Inbound - Content,SQL,79,,,,2024-08-30T00:00:00
2125,William,Martinez,william.martinez2125@techflowinc.com,TechFlow Inc,Inbound - Webinar,Working,53,,,,2023-06-02T00:00:00
2126,John,Thompson,john.thompson2126@metasync.com,MetaSync,Inbound - Web,Converted,74,1025,953,2024-07-09,2024-06-21T00:00:00
2127,Karen,Davis,karen.davis2127@brightwavetech.com,BrightWave Tech,Paid Search,Working,27,,,,2023-12-30T00:00:00
2128,Patricia,Moore,patricia.moore2128@quantumlogiclabs.com,QuantumLogic Labs,Outbound - SDR,Nurture,21,,,,2024-10-23T00:00:00
2129,Mary,Martin,mary.martin2129@cybervault.com,CyberVault,Event,MQL,74,,,,2023-07-02T00:00:00
2130,Richard,Rodriguez,richard.rodriguez2130@rapidcloud.com,RapidCloud,Outbound - Cold,New,52,,,,2022-12-19T00:00:00
2131,Thomas,Jackson,thomas.jackson2131@scaleupsystems.com,ScaleUp Systems,Inbound - Webinar,MQL,54,,,,2021-01-13T00:00:00
2132,Nancy,Martinez,nancy.martinez2132@scaleupsystems.com,ScaleUp Systems,Outbound - Cold,New,59,,,,2023-06-18T00:00:00
2133,Lisa,Moore,,Agile Dynamics,Inbound - Web,SQL,88,,,,2020-04-28T00:00:00
2134,Richard,Lopez,richard.lopez2134@scaleupsystems.com,ScaleUp Systems,Paid Search,SQL,71,,,,2023-05-11T00:00:00
2135,Nancy,Lee,nancy.lee2135@pulsepointdigital.com,PulsePoint Digital,Outbound - Cold,New,25,,,,2020-02-12T00:00:00
2136,Richard,Anderson,richard.anderson2136@primepathdigital.com,PrimePath Digital,Inbound - Content,MQL,75,,,,2021-11-12T00:00:00
2137,Susan,Martinez,susan.martinez2137@brightwavetech.com,BrightWave Tech,,MQL,91,,,,2022-02-12T00:00:00
2138,Daniel,Davis,daniel.davis2138@cloudscalesystems.com,CloudScale Systems,Partner Referral,Working,32,,,,2021-03-07T00:00:00
2139,Robert,Wilson,robert.wilson2139@pulsepointdigital.com,PulsePoint Digital,Inbound - Web,Disqualified,21,,,,2024-10-30T00:00:00
2140,Daniel,Garcia,daniel.garcia2140@databridgecorp.com,DataBridge Corp,Outbound - Cold,New,67,,,,2022-08-12T00:00:00
2141,Lisa,Martinez,lisa.martinez2141@pulsepointdigital.com,PulsePoint Digital,Inbound - Web,MQL,90,,,,2024-09-11T00:00:00
2142,Jessica,Lopez,jessica.lopez2142@futureforge.com,FutureForge,Paid Search,Working,26,,,,2024-10-02T00:00:00
2143,Nancy,Lopez,nancy.lopez2143@pulsepointdigital.com,PulsePoint Digital,Product-Led,Working,55,,,,2021-06-01T00:00:00
2144,Michael,Anderson,michael.anderson2144@vertexai.com,VertexAI,Paid Search,Converted,94,4879,44,2024-09-30,2024-09-08T00:00:00
2145,Nancy,Lopez,nancy.lopez2145@rapidcloud.com,RapidCloud,Partner Referral,Disqualified,15,,,,2021-06-05T00:00:00
2146,Linda,Smith,linda.smith2146@truenorthdata.com,TrueNorth Data,Paid Search,Disqualified,16,,,,2020-07-05T00:00:00
2147,Michael,Hernandez,michael.hernandez2147@insightplatforms.com,Insight Platforms,Inbound - Web,MQL,74,,,,2023-07-08T00:00:00
2148,Lisa,Thomas,lisa.thomas2148@futureforge.com,FutureForge,Inbound - Web,New,43,,,,2020-01-15T00:00:00
2149,Jessica,Smith,,DataBridge Corp,Outbound - Cold,Disqualified,-22,,,,2020-03-02T00:00:00
2150,Richard,Miller,richard.miller2150@futureforge.com,FutureForge,Social Media,MQL,54,,,,2023-07-28T00:00:00
2151,Joseph,Lee,joseph.lee2151@agiledynamics.com,Agile Dynamics,Paid Search,Nurture,32,,,,2020-03-25T00:00:00
2152,Jennifer,Moore,,TrueNorth Data,Partner Referral,SQL,-92,,,,2021-02-27T00:00:00
2153,Thomas,Williams,thomas.williams2153@cybervault.com,CyberVault,Paid Search,Working,31,,,,2023-06-26T00:00:00
2154,William,Taylor,william.taylor2154@futureforge.com,FutureForge,Inbound - Webinar,Disqualified,18,,,,2020-03-28T00:00:00
2155,Jennifer,Hernandez,jennifer.hernandez2155@insightplatforms.com,Insight Platforms,Inbound - Webinar,Working,55,,,,2023-06-16T00:00:00
2156,Richard,Davis,richard.davis2156@cybervault.com,CyberVault,Product-Led,Disqualified,20,,,,2022-12-28T00:00:00
2157,Thomas,Moore,thomas.moore2157@databridgecorp.com,DataBridge Corp,Paid Search,New,39,,,,2020-11-14T00:00:00
2158,Joseph,Brown,joseph.brown2158@brightwavetech.com,BrightWave Tech,Paid Search,MQL,82,,,,2023-05-21T00:00:00
2159,Charles,Brown,charles.brown2159@rapidcloud.com,RapidCloud,Inbound - Content,Converted,50,1151,380,2023-07-29,2023-06-02T00:00:00
2160,Lisa,Gonzalez,lisa.gonzalez2160@brightwavetech.com,BrightWave Tech,Product-Led,New,69,,,,2021-12-30T00:00:00
2161,Charles,Lopez,charles.lopez2161@techflowinc.com,TechFlow Inc,Inbound - Web,Converted,87,167,744,2024-03-08,2024-01-05T00:00:00
2162,Richard,Anderson,richard.anderson2162@corestack.com,CoreStack,Outbound - Cold,Nurture,35,,,,2021-08-22T00:00:00
2163,Christopher,Miller,christopher.miller2163@cloudscalesystems.com,CloudScale Systems,Product-Led,MQL,67,,,,2024-08-30T00:00:00
2164,Joseph,Jones,joseph.jones2164@insightplatforms.com,Insight Platforms,Inbound - Webinar,Converted,100,939,245,2023-05-13,2023-04-20T00:00:00
2165,William,Taylor,william.taylor2165@pulsepointdigital.com,PulsePoint Digital,Product-Led,New,54,,,,2024-05-18T00:00:00
2166,Robert,Lee,robert.lee2166@insightplatforms.com,Insight Platforms,Inbound - Webinar,SQL,91,,,,2022-01-17T00:00:00
2167,William,Rodriguez,william.rodriguez2167@primepathdigital.com,PrimePath Digital,Paid Search,Nurture,65,,,,2020-12-09T00:00:00
2168,David,Thomas,david.thomas2168@truenorthdata.com,TrueNorth Data,Outbound - SDR,Working,29,,,,2022-08-10T00:00:00
2169,Patricia,Thomas,patricia.thomas2169@agiledynamics.com,Agile Dynamics,Event,Working,31,,,,2023-10-26T00:00:00
2170,Michael,Lopez,michael.lopez2170@primepathdigital.com,PrimePath Digital,Event,MQL,80,,,,2021-09-20T00:00:00
2171,Michael,Lopez,michael.lopez2171@nexgensolutions.com,NexGen Solutions,Paid Search,Converted,74,4441,446,2022-10-24,2022-10-07T00:00:00
2172,James,Thomas,james.thomas2172@streamlineanalytics.com,StreamLine Analytics,Inbound - Content,Converted,61,2823,249,2020-10-18,2020-09-07T00:00:00
2173,Thomas,Davis,thomas.davis2173@techflowinc.com,TechFlow Inc,Inbound - Content,Nurture,39,,,,2020-03-26T00:00:00
2174,Mary,Williams,mary.williams2174@streamlineanalytics.com,StreamLine Analytics,Product-Led,Converted,74,1578,927,2024-06-23,2024-04-14T00:00:00
2175,Richard,Taylor,richard.taylor2175@databridgecorp.com,DataBridge Corp,Social Media,Nurture,38,,,,2020-07-27T00:00:00
2176,Daniel,Taylor,daniel.taylor2176@brightwavetech.com,BrightWave Tech,Inbound - Content,Working,-45,,,,2021-01-02T00:00:00
2177,Elizabeth,Rodriguez,elizabeth.rodriguez2177@databridgecorp.com,DataBridge Corp,Social Media,New,25,,,,2020-11-03T00:00:00
2178,Joseph,Gonzalez,joseph.gonzalez2178@scaleupsystems.com,ScaleUp Systems,Inbound - Webinar,New,35,,,,2021-07-02T00:00:00
2179,Michael,Hernandez,michael.hernandez2179@metasync.com,MetaSync,Partner Referral,Nurture,36,,,,2020-08-29T00:00:00
2180,Richard,Thompson,richard.thompson2180@truenorthdata.com,TrueNorth Data,Product-Led,Converted,97,827,257,2024-11-18,2024-10-15T00:00:00
2181,Mary,Johnson,,CloudScale Systems,Inbound - Content,Converted,78,3608,844,2020-12-16,2020-11-16T00:00:00
2182,Richard,Thomas,richard.thomas2182@metasync.com,MetaSync,Inbound - Webinar,Converted,75,1510,179,2024-07-24,2024-05-24T00:00:00
2183,Michael,Thomas,michael.thomas2183@nexgensolutions.com,NexGen Solutions,Social Media,MQL,54,,,,2024-09-04T00:00:00
2184,Thomas,Gonzalez,thomas.gonzalez2184@cloudscalesystems.com,CloudScale Systems,Paid Search,SQL,83,,,,2024-11-02T00:00:00
2185,Jennifer,Wilson,,MetaSync,Inbound - Webinar,SQL,96,,,,2024-01-11T00:00:00
2186,Richard,Garcia,richard.garcia2186@metasync.com,MetaSync,Inbound - Content,Working,66,,,,2024-05-11T00:00:00
2187,Richard,Moore,richard.moore2187@cybervault.com,CyberVault,Outbound - Cold,New,16,,,,2022-06-12T00:00:00
2188,James,Jackson,james.jackson2188@quantumlogiclabs.com,QuantumLogic Labs,Product-Led,Disqualified,15,,,,2020-06-02T00:00:00
2189,Susan,Williams,susan.williams2189@quantumlogiclabs.com,QuantumLogic Labs,Inbound - Content,Working,54,,,,2024-08-18T00:00:00
2190,Jennifer,Garcia,jennifer.garcia2190@streamlineanalytics.com,StreamLine Analytics,Inbound - Webinar,Working,14,,,,2023-03-12T00:00:00
2191,Patricia,Brown,patricia.brown2191@agiledynamics.com,Agile Dynamics,Inbound - Webinar,Converted,97,1492,723,2023-05-30,2023-05-09T00:00:00
2192,Robert,Wilson,robert.wilson2192@vertexai.com,VertexAI,Social Media,Disqualified,24,,,,2022-10-23T00:00:00
2193,Lisa,Thomas,lisa.thomas,PulsePoint Digital,Inbound - Content,Converted,67,3858,507,2023-12-23,2023-11-07T00:00:00
2194,Lisa,Anderson,lisa.anderson2194@quantumlogiclabs.com,QuantumLogic Labs,Inbound - Web,SQL,100,,,,2020-09-18T00:00:00
2195,Charles,Miller,charles.miller2195@truenorthdata.com,TrueNorth Data,Social Media,Converted,78,2276,157,2024-05-12,2024-04-16T00:00:00
2196,Patricia,Martin,patricia.martin2196@metasync.com,MetaSync,Outbound - SDR,Disqualified,30,,,,2023-07-09T00:00:00
2197,Lisa,Smith,lisa.smith,PulsePoint Digital,Product-Led,Disqualified,0,,,,2024-10-17T00:00:00
2198,Mary,Wilson,mary.wilson2198@quantumlogiclabs.com,QuantumLogic Labs,Inbound - Web,Working,12,,,,2024-09-24T00:00:00
2199,James,Thomas,james.thomas2199@metasync.com,MetaSync,Paid Search,Converted,52,1637,74,2024-11-26,2024-10-25T00:00:00
2200,Sarah,Thompson,sarah.thompson2200@nexgensolutions.com,NexGen Solutions,Outbound - Cold,SQL,58,,,,2024-10-19T00:00:00
2201,Barbara,Gonzalez,barbara.gonzalez2201@corestack.com,CoreStack,,Converted,79,3596,396,2024-05-25,2024-05-03T00:00:00
2202,Richard,Jones,richard.jones2202@quantumlogiclabs.com,QuantumLogic Labs,Product-Led,Working,53,,,,2022-06-06T00:00:00
2203,Karen,Moore,karen.moore2203@primepathdigital.com,PrimePath Digital,Event,Converted,70,1115,576,2022-07-20,2022-05-30T00:00:00
2204,David,Anderson,david.anderson2204@nexgensolutions.com,NexGen Solutions,Partner Referral,Converted,86,2261,209,2024-04-23,2024-02-01T00:00:00
2205,Karen,Martin,karen.martin2205@streamlineanalytics.com,StreamLine Analytics,Inbound - Web,New,38,,,,2021-11-23T00:00:00
2206,David,Thomas,david.thomas2206@streamlineanalytics.com,StreamLine Analytics,Inbound - Content,MQL,70,,,,2020-08-01T00:00:00
2207,Charles,Jackson,charles.jackson2207@databridgecorp.com,DataBridge Corp,Social Media,MQL,72,,,,2024-08-29T00:00:00
2208,Sarah,Lopez,sarah.lopez2208@futureforge.com,FutureForge,Inbound - Webinar,Working,25,,,,2022-06-12T00:00:00
2209,Nancy,Williams,nancy.williams2209@corestack.com,CoreStack,Product-Led,Disqualified,5,,,,2020-11-09T00:00:00
2210,Lisa,Davis,lisa.davis2210@metasync.com,MetaSync,Social Media,New,47,,,,2021-01-23T00:00:00
2211,Thomas,Taylor,thomas.taylor2211@brightwavetech.com,BrightWave Tech,Inbound - Webinar,Disqualified,19,,,,2022-07-09T00:00:00
2212,William,Thompson,william.thompson2212@cybervault.com,CyberVault,Outbound - Cold,New,11,,,,2023-05-01T00:00:00
2213,William,Hernandez,william.hernandez2213@vertexai.com,VertexAI,Social Media,MQL,67,,,,2024-10-11T00:00:00
2214,John,Brown,john.brown2214@databridgecorp.com,DataBridge Corp,Social Media,Nurture,69,,,,2022-06-14T00:00:00
2215,Robert,Moore,robert.moore2215@corestack.com,CoreStack,Inbound - Webinar,Disqualified,30,,,,2022-07-19T00:00:00
2216,Karen,Lee,karen.lee2216@innovateco.com,InnovateCo,Inbound - Web,Disqualified,11,,,,2022-05-07T00:00:00
2217,Daniel,Hernandez,daniel.hernandez2217@innovateco.com,InnovateCo,Social Media,New,29,,,,2024-06-26T00:00:00
2218,Nancy,Lopez,,CoreStack,Inbound - Content,Converted,56,3401,765,2024-02-28,2023-12-11T00:00:00
2219,Nancy,Rodriguez,nancy.rodriguez2219@cybervault.com,CyberVault,Social Media,SQL,74,,,,2024-04-27T00:00:00
2220,Karen,Lee,karen.lee,CoreStack,Inbound - Web,New,43,,,,2021-07-13T00:00:00
2221,William,Lee,william.lee2221@rapidcloud.com,RapidCloud,Paid Search,Disqualified,16,,,,2022-01-07T00:00:00
2222,Jessica,Wilson,jessica.wilson2222@quantumlogiclabs.com,QuantumLogic Labs,Social Media,New,39,,,,2020-05-08T00:00:00
2223,Michael,Johnson,michael.johnson,StreamLine Analytics,Event,New,43,,,,2021-11-01T00:00:00
2224,Mary,Thomas,mary.thomas2224@futureforge.com,FutureForge,Inbound - Content,Disqualified,0,,,,2020-11-20T00:00:00
2225,Lisa,Lee,lisa.lee2225@metasync.com,MetaSync,Event,Disqualified,20,,,,2022-09-23T00:00:00
2226,Thomas,Thomas,thomas.thomas2226@agiledynamics.com,Agile Dynamics,,Converted,84,330,732,2023-08-14,2023-08-07T00:00:00
2227,Karen,Williams,karen.williams2227@techflowinc.com,TechFlow Inc,Outbound - Cold,MQL,100,,,,2024-03-13T00:00:00
2228,Karen,Lopez,karen.lopez2228@quantumlogiclabs.com,QuantumLogic Labs,Paid Search,Working,70,,,,2021-05-19T00:00:00
2229,William,Rodriguez,william.rodriguez2229@quantumlogiclabs.com,QuantumLogic Labs,Partner Referral,New,61,,,,2022-08-03T00:00:00
2230,Richard,Jackson,richard.jackson2230@innovateco.com,InnovateCo,Inbound - Webinar,SQL,65,,,,2022-08-31T00:00:00
2231,James,Gonzalez,james.gonzalez2231@brightwavetech.com,BrightWave Tech,Inbound - Web,Nurture,63,,,,2022-08-19T00:00:00
2232,Susan,Jackson,susan.jackson2232@brightwavetech.com,BrightWave Tech,Partner Referral,Converted,-95,4102,603,2024-08-13,2024-07-01T00:00:00
2233,Susan,Taylor,susan.taylor2233@streamlineanalytics.com,StreamLine Analytics,Outbound - SDR,MQL,92,,,,2021-11-14T00:00:00
2234,Mary,Johnson,mary.johnson2234@futureforge.com,FutureForge,Paid Search,SQL,64,,,,2021-11-29T00:00:00
2235,Nancy,Moore,nancy.moore2235@pulsepointdigital.com,PulsePoint Digital,Inbound - Web,Nurture,20,,,,2024-06-15T00:00:00
2236,Richard,Martinez,richard.martinez2236@metasync.com,MetaSync,Social Media,MQL,51,,,,2022-02-18T00:00:00
2237,Nancy,Jackson,nancy.jackson2237@brightwavetech.com,BrightWave Tech,,New,14,,,,2021-02-05T00:00:00
2238,Michael,Brown,michael.brown2238@nexgensolutions.com,NexGen Solutions,Inbound - Web,MQL,73,,,,2020-02-24T00:00:00
2239,William,Lopez,,StreamLine Analytics,Inbound - Web,SQL,54,,,,2022-11-23T00:00:00
2240,David,Jones,david.jones2240@primepathdigital.com,PrimePath Digital,Social Media,New,24,,,,2022-04-12T00:00:00
2241,David,Garcia,david.garcia2241@metasync.com,MetaSync,Outbound - SDR,SQL,76,,,,2021-05-11T00:00:00
2242,Lisa,Smith,lisa.smith,CoreStack,Social Media,New,37,,,,2022-03-29T00:00:00
2243,Lisa,Martinez,lisa.martinez2243@techflowinc.com,TechFlow Inc,Social Media,Converted,77,4914,991,2024-10-25,2024-09-03T00:00:00
2244,Karen,Jones,karen.jones2244@databridgecorp.com,DataBridge Corp,Outbound - SDR,New,42,,,,2021-03-10T00:00:00
2245,Mary,Wilson,mary.wilson2245@metasync.com,MetaSync,Paid Search,New,56,,,,2020-03-15T00:00:00
2246,Christopher,Taylor,christopher.taylor2246@databridgecorp.com,DataBridge Corp,,Disqualified,20,,,,2020-03-12T00:00:00
2247,Nancy,Hernandez,nancy.hernandez2247@scaleupsystems.com,ScaleUp Systems,Outbound - Cold,MQL,79,,,,2023-11-24T00:00:00
2248,James,Brown,james.brown2248@databridgecorp.com,DataBridge Corp,Paid Search,New,10,,,,2020-08-09T00:00:00
2249,John,Johnson,john.johnson2249@vertexai.com,VertexAI,Product-Led,Converted,89,2229,752,2024-10-27,2024-08-21T00:00:00
2250,Mary,Jones,mary.jones2250@truenorthdata.com,TrueNorth Data,Event,Converted,59,3479,434,2022-02-25,2022-01-12T00:00:00
2251,William,Miller,william.miller2251@techflowinc.com,TechFlow Inc,Partner Referral,Nurture,15,,,,2024-05-25T00:00:00
2252,Mary,Thomas,mary.thomas2252@insightplatforms.com,Insight Platforms,Inbound - Webinar,Working,63,,,,2023-03-07T00:00:00
2253,Sarah,Garcia,sarah.garcia2253@databridgecorp.com,DataBridge Corp,Outbound - SDR,Working,43,,,,2022-12-23T00:00:00
2254,Nancy,Johnson,nancy.johnson2254@corestack.com,CoreStack,Inbound - Webinar,Converted,98,831,211,2024-11-15,2024-11-12T00:00:00
2255,James,Lopez,james.lopez2255@innovateco.com,InnovateCo,Social Media,Working,59,,,,2022-12-08T00:00:00
2256,Richard,Davis,richard.davis2256@innovateco.com,InnovateCo,,Disqualified,13,,,,2023-09-10T00:00:00
2257,Joseph,Miller,joseph.miller2257@vertexai.com,VertexAI,Event,Working,46,,,,2024-06-25T00:00:00
2258,John,Davis,john.davis2258@techflowinc.com,TechFlow Inc,Event,MQL,76,,,,2022-09-26T00:00:00
2259,Robert,Davis,robert.davis2259@futureforge.com,FutureForge,Partner Referral,MQL,95,,,,2021-04-03T00:00:00
2260,Michael,Thompson,michael.thompson2260@futureforge.com,FutureForge,Partner Referral,Working,41,,,,2023-03-05T00:00:00
2261,Barbara,Lee,barbara.lee2261@vertexai.com,VertexAI,Social Media,SQL,75,,,,2020-12-07T00:00:00
2262,Robert,Smith,robert.smith2262@brightwavetech.com,BrightWave Tech,Event,New,47,,,,2021-04-02T00:00:00
2263,Lisa,Martin,lisa.martin2263@truenorthdata.com,TrueNorth Data,Outbound - Cold,SQL,63,,,,2024-01-18T00:00:00
2264,Mary,Jackson,mary.jackson2264@futureforge.com,FutureForge,Outbound - Cold,New,13,,,,2024-11-02T00:00:00
2265,Susan,Garcia,susan.garcia2265@cybervault.com,CyberVault,Inbound - Webinar,SQL,-50,,,,2024-05-12T00:00:00
2266,Elizabeth,Davis,elizabeth.davis2266@corestack.com,CoreStack,Inbound - Webinar,Working,-37,,,,2024-05-30T00:00:00
2267,Lisa,Taylor,lisa.taylor2267@agiledynamics.com,Agile Dynamics,Product-Led,Converted,58,2430,25,2023-11-20,2023-11-04T00:00:00
2268,James,Garcia,james.garcia2268@vertexai.com,VertexAI,Product-Led,SQL,85,,,,2023-03-19T00:00:00
2269,Jessica,Rodriguez,jessica.rodriguez2269@futureforge.com,FutureForge,Product-Led,Converted,98,2603,979,2024-12-15,2024-11-21T00:00:00
2270,Susan,Hernandez,susan.hernandez2270@cloudscalesystems.com,CloudScale Systems,Inbound - Webinar,Disqualified,28,,,,2024-08-22T00:00:00
2271,Jennifer,Thompson,jennifer.thompson2271@corestack.com,CoreStack,Inbound - Content,SQL,78,,,,2021-04-08T00:00:00
2272,Christopher,Jackson,christopher.jackson2272@futureforge.com,FutureForge,Inbound - Web,New,-23,,,,2022-11-30T00:00:00
2273,Michael,Brown,michael.brown2273@rapidcloud.com,RapidCloud,Paid Search,Disqualified,16,,,,2022-05-02T00:00:00
2274,Elizabeth,Jackson,elizabeth.jackson2274@cloudscalesystems.com,CloudScale Systems,Event,SQL,70,,,,2022-02-01T00:00:00
2275,Patricia,Martinez,patricia.martinez2275@techflowinc.com,TechFlow Inc,Event,Disqualified,4,,,,2022-04-20T00:00:00
2276,John,Williams,john.williams2276@pulsepointdigital.com,PulsePoint Digital,Inbound - Web,MQL,76,,,,2021-01-16T00:00:00
2277,Lisa,Garcia,lisa.garcia2277@vertexai.com,VertexAI,Inbound - Webinar,MQL,55,,,,2024-03-12T00:00:00
2278,Richard,Gonzalez,richard.gonzalez2278@techflowinc.com,TechFlow Inc,Social Media,Nurture,36,,,,2022-01-14T00:00:00
2279,Susan,Martinez,susan.martinez2279@brightwavetech.com,BrightWave Tech,Social Media,MQL,95,,,,2021-06-27T00:00:00
2280,Jennifer,Thompson,jennifer.thompson,Agile Dynamics,Social Media,Working,64,,,,2021-02-13T00:00:00
2281,William,Johnson,william.johnson2281@nexgensolutions.com,NexGen Solutions,,Disqualified,13,,,,2023-05-16T00:00:00
2282,William,Lopez,william.lopez2282@truenorthdata.com,TrueNorth Data,Outbound - SDR,Nurture,-13,,,,2024-01-18T00:00:00
2283,Linda,Taylor,linda.taylor2283@truenorthdata.com,TrueNorth Data,Event,Working,19,,,,2022-05-01T00:00:00
2284,Jennifer,Johnson,jennifer.johnson2284@innovateco.com,InnovateCo,Paid Search,Disqualified,3,,,,2022-10-08T00:00:00
2285,Joseph,Wilson,joseph.wilson2285@insightplatforms.com,Insight Platforms,Event,MQL,69,,,,2024-08-01T00:00:00
2286,Daniel,Gonzalez,daniel.gonzalez2286@cybervault.com,CyberVault,Inbound - Webinar,Nurture,-12,,,,2022-05-12T00:00:00
2287,John,Anderson,john.anderson2287@databridgecorp.com,DataBridge Corp,Partner Referral,Converted,-91,18,253,2024-05-26,2024-03-28T00:00:00
2288,Elizabeth,Hernandez,elizabeth.hernandez2288@quantumlogiclabs.com,QuantumLogic Labs,Inbound - Web,Nurture,59,,,,2022-09-14T00:00:00
2289,Nancy,Anderson,nancy.anderson2289@futureforge.com,FutureForge,Inbound - Webinar,MQL,97,,,,2020-08-17T00:00:00
2290,Richard,Thompson,richard.thompson2290@streamlineanalytics.com,StreamLine Analytics,Paid Search,SQL,92,,,,2023-05-06T00:00:00
2291,Elizabeth,Thompson,elizabeth.thompson2291@innovateco.com,InnovateCo,Inbound - Webinar,New,52,,,,2021-03-10T00:00:00
2292,Charles,Davis,charles.davis2292@databridgecorp.com,DataBridge Corp,Outbound - SDR,Working,63,,,,2022-03-24T00:00:00
2293,Joseph,Anderson,joseph.anderson2293@cybervault.com,CyberVault,Outbound - Cold,Disqualified,12,,,,2023-10-30T00:00:00
2294,William,Johnson,william.johnson2294@databridgecorp.com,DataBridge Corp,Inbound - Webinar,Converted,89,2715,599,2023-12-19,2023-12-08T00:00:00
2295,Michael,Jackson,michael.jackson2295@truenorthdata.com,TrueNorth Data,Inbound - Webinar,Converted,96,2089,336,2023-10-08,2023-09-16T00:00:00
2296,Elizabeth,Williams,elizabeth.williams2296@metasync.com,MetaSync,Paid Search,MQL,87,,,,2022-01-17T00:00:00
